#IATA,FR name,EN name,Province,AUTO/MAN,Latitude,Longitude,Elevation,# ICAO,# WMO,# MSC,DST Time Zone / Fuseau horaire �t�, STD Time Zone / Fuseau horaire heure normale
YUL,A�roport int. de Montr�al-Trudeau,Montreal/Trudeau International,QC,Manned,45.47046,-73.74093,36,CYUL,71627,7025251,EDT,EST
YUT,A�roport de Repulse Bay,Repulse Bay,NU,Manned/Auto,66.52067,-86.22474,22.9,CYUT,2403491,CDT,CST,
YUX,A�roport de Hall Beach,Hall Beach,NU,Manned/Auto,68.77577,-81.24245,9.1,CYUX,71293,2402356,EDT,EST
YUY,A�roport de Rouyn,Rouyn-Noranda,QC,Manned,48.20619,-78.83559,301.1,CYUY,7086719,EDT,EST,
YVC,A�roport de La Ronge,La Ronge,SK,Manned,55.15139,-105.26195,379.2,CYVC,71922,4064155,CST,CST
YVL,Colville Lake,Colville Lake,NT,Auto,67.02111,-126.12861,274,CYVL,2200827,MDT,MST,
YVM,A�roport de Qikiqtarjuaq,Qikiqtarjuaq,NU,Manned/Auto,67.54656,-64.03156,5.5,CYVM,71338,2400576,EDT,EST
YVO,A�roport r�gional de Val-d'Or,Val d'Or,QC,Manned/Auto,48.05333,-77.78278,336.8,CYVO,71941,7098606,EDT,EST
YVP,A�roport de Kuujjuaq,Kuujjuaq,QC,Manned,58.09611,-68.42694,39.9,CYVP,71906,7113535,EDT,EST
YVQ,A�roport de Norman Wells,Norman Wells,NT,Manned,65.28133,-126.79857,72.5,CYVQ,71043,2202801,MDT,MST
YVR,A�roport int. de Vancouver,Vancouver International,BC,Manned,49.1947,-123.18397,4.3,CYVR,71892,1108395,PDT,PST
YVT,A�roport de Buffalo Narrows,Buffalo Narrows,SK,Manned/Auto,55.84194,-108.41761,433.7,CYVT,4060984,CST,CST,
YVV,A�roport de Wiarton,Wiarton,ON,Manned/Auto,44.74583,-81.10722,222.2,CYVV,71633,6119499,EDT,EST
YWA,"PETAWAWA A, ONTARIO","PETAWAWA A, ONTARIO",ON,Auto,45.95,-77.316667,130.1,CYWA,71625,6106396,EDT,EST
YWE,A�roport de Wekweeti,Wekweeti,NT,Auto,64.19076,-114.07681,368.1,CYWE,2203980,MDT,MST,
YWG,A�roport int. Richardson de Winnipeg,Winnipeg International,MB,Manned,49.91001,-97.2401,238.7,CYWG,5023227,CDT,CST,
YWH,Port de Victoria,Victoria Harbour,BC,Manned/Auto,48.42278,-123.3875,0,CYWH,1018619,PDT,PST,
YWJ,A�roport de Deline,Deline,NT,Manned/Auto,65.21118,-123.43652,214.3,CYWJ,2201020,MDT,MST,
YWK,A�roport de Wabush,Wabush,NL,Manned/Auto,52.92273,-66.86468,551.3,CYWK,71825,8504176,ADT,AST
YWL,A�roport de Williams Lake,Williams Lake,BC,Manned,52.18341,-122.05434,939.7,CYWL,71104,1098941,PDT,PST
YWY,A�roport de Wrigley,Wrigley,NT,Manned/Auto,63.2096,-123.43676,149.7,CYWY,2204001,MDT,MST,
YXC,A�roport de Cranbrook,Cranbrook,BC,Manned,49.61212,-115.78205,940,CYXC,71880,1152105,MDT,MST
YXE,A�roport int. Diefenbaker de Saskatoon,Saskatoon/Diefenbaker Internatio,SK,Manned,52.17096,-106.69996,504.1,CYXE,4057152,CST,CST,
YXH,A�roport de Medicine Hat,Medicine Hat,AB,Manned/Auto,50.01889,-110.72083,716.9,CYXH,71247,3034481,MDT,MST
YXJ,A�roport de Fort St. John,Fort St. John,BC,Manned,56.23806,-120.74028,694.9,CYXJ,71943,1183001,MST,MST
YXL,A�roport de Sioux Lookout,Sioux Lookout,ON,Manned,50.11412,-91.90546,383.1,CYXL,71842,6037776,CDT,CST
YXN,Whale Cove,Whale Cove,NU,Manned/Auto,62.24008,-92.59794,12.2,CYXN,2303987,EDT,EST,
YXP,A�roport de Pangnirtung,Pangnirtung,NU,Manned/Auto,66.14488,-65.71352,24.1,CYXP,2403051,EDT,EST,
YXQ,A�roport de Beaver Creek,Beaver Creek,YT,Manned/Auto,62.41016,-140.86876,649,CYXQ,2100159,PDT,PST,
YXR,A�roport d'Earlton,Earlton,ON,Auto,47.695,-79.84889,243.8,CYXR,71684,6072223,EDT,EST
YXS,A�roport de Prince George,Prince George,BC,Auto,53.88404,-122.67755,691,CYXS,71896,1096439,PDT,PST
YXT,A�roport de Terrace,Terrace,BC,Manned,54.46855,-128.57838,217.3,CYXT,71951,1068134,PDT,PST
YXU,A�roport int. de London,London,ON,Manned,43.03305,-81.15111,278,CYXU,71623,6144473,EDT,EST
YXX,A�roport d'Abbotsford,Abbotsford,BC,Manned/Auto,49.02527,-122.35996,59.1,CYXX,71108,1100031,PDT,PST
YXY,A�roport de Whitehorse,Whitehorse International,YT,Manned,60.70955,-135.06728,706.2,CYXY,71964,2101303,PDT,PST
YXZ,A�roport de Wawa,Wawa,ON,Manned/Auto,47.96686,-84.78632,287.7,CYXZ,71738,6059407,EDT,EST
YYB,A�roport de North Bay,North Bay,ON,Manned/Auto,46.36383,-79.42423,370.3,CYYB,71731,6085701,EDT,EST
YYC,A�roport int. de Calgary,Calgary International,AB,Manned,51.12262,-114.01335,1099.1,CYYC,71877,3031092,MDT,MST
YYD,A�roport de Smithers,Smithers,BC,Manned/Auto,54.82528,-127.18278,523,CYYD,71950,1077498,PDT,PST
YYE,A�roport de Fort Nelson,Fort Nelson,BC,Manned,58.8364,-122.59698,381.9,CYYE,71945,1192946,PDT,PST
YYF,A�roport de Penticton,Penticton,BC,Manned,49.46258,-119.60228,344.4,CYYF,71889,1126146,PDT,PST
YYG,A�roport de Charlottetown,Charlottetown,PE,Manned,46.28917,-63.11917,48.5,CYYG,71706,8300301,ADT,AST
YYH,A�roport de Taloyoak,Taloyoak,NU,Manned/Auto,69.54665,-93.57703,27.4,CYYH,71580,2403855,MDT,MST
YYJ,A�roport int. de Victoria,Victoria International,BC,Manned,48.64716,-123.42574,19.5,CYYJ,71799,1018621,PDT,PST
YYL,A�roport de Lynn Lake,Lynn Lake,MB,Auto,56.864,-101.07616,356.6,CYYL,71078,5061645,CDT,CST
YYN,A�roport de Swift Current,Swift Current,SK,Auto,50.29194,-107.69056,816.9,CYYN,71142,4028038,CST,CST
YYQ,A�roport de Churchill,Churchill,MB,Manned/Auto,58.73906,-94.06636,29.3,CYYQ,71618,5060605,CDT,CST
YYR,GOOSE BAY ARPT,GOOSE BAY ARPT,NL,Manned,53.31667,-60.43333,48.8,CYYR,71816,8501900,ADT,AST
YYT,A�roport int. de St. John's,St. John's International,NL,Manned,47.61862,-52.75242,140.5,CYYT,71801,8403505,NDT,NST
YYU,A�roport de Kapuskasing,Kapuskasing,ON,Manned/Auto,49.41159,-82.4687,226.5,CYYU,71831,6073976,EDT,EST
YYW,Armstrong,Armstrong,ON,Auto,50.29028,-88.90972,322.5,CYYW,6040327,EDT,EST,
YYY,A�roport de Mont-Joli,Mont-Joli,QC,Manned,48.60902,-68.20759,52.4,CYYY,71718,7055121,EDT,EST
YYZ,A�roport int. Pearson de Toronto,Toronto/Pearson International,ON,Manned,43.67666,-79.63065,173.4,CYYZ,71624,6158731,EDT,EST
YZE,A�roport de Gore Bay-Manitoulin,Gore Bay-Manitoulin,ON,Auto,45.8817,-82.56828,186.8,CYZE,6092919,EDT,EST,
YZF,A�roport de Yellowknife,Yellowknife,NT,Manned,62.46278,-114.44028,205.7,CYZF,71936,2204101,MDT,MST
YZG,Salluit,Salluit,QC,Manned/Auto,62.17944,-75.66722,227.1,CYZG,7117801,EDT,EST,
YZH,A�roport de Slave Lake,Slave Lake,AB,Auto,55.29292,-114.77721,582.8,CYZH,71369,3065995,MDT,MST
YZP,A�roport de Sandspit,Sandspit,BC,Auto,53.25426,-131.81381,6.4,CYZP,71111,1057052,PDT,PST
YZR,A�roport Chris Hadfield de Sarnia,Sarnia,ON,Auto,42.99944,-82.30889,181.4,CYZR,71704,6127510,EDT,EST
YZS,Coral Harbour,Coral Harbour,NU,Manned/Auto,64.19337,-83.35936,62.2,CYZS,71915,2301002,EDT,EST
YZT,A�roport de Port Hardy,Port Hardy,BC,Manned,50.6806,-127.36666,21.6,CYZT,71109,1026271,PDT,PST
YZU,A�roport de Whitecourt,Whitecourt,AB,Manned/Auto,54.14385,-115.78677,782.4,CYZU,71930,3067373,MDT,MST
YZV,A�roport de Sept-�les,Sept-Iles,QC,Manned,50.22339,-66.26569,54.9,CYZV,7047911,EDT,EST,
YZW,A�roport de Teslin,Teslin,YT,Manned/Auto,60.17307,-132.74173,705,CYZW,2101101,PDT,PST,
YZX,GREENWOOD ARPT,GREENWOOD ARPT,NS,Manned,44.98444,-64.91694,28,CYZX,71397,8202000,ADT,AST
YZY,A�roport de Mackenzie,Mackenzie,BC,Auto,55.29944,-123.13333,690.1,CYZY,71290,1184791,PDT,PST
ZBF,A�roport de Bathurst,Bathurst,NB,Manned/Auto,47.62972,-65.73889,58.8,CZBF,71574,8100505,ADT,AST
ZCL,CLINTON (AUT),CLINTON (AUT),BC,Auto,51.15,-121.5,1056.7,CZCL,1161661,PDT,PST,
ZCR,Charlo,Charlo Auto,NB,Auto,47.983333,-66.333333,43,CZCR,71315,8100885,ADT,AST
ZCY,Clyde River,CLYDE RIVER CLIMATE NU.,NU,Auto,70.483333,-68.516667,26.5,CZCY,71358,2400802,EDT,EST
ZDB,Debert,Debert RCS,NS,Auto,45.416667,-63.466667,37.5,CZDB,71317,8201390,ADT,AST
ZEL,Elora,ELORA RCS,ON,Auto,43.65,-80.416667,376.4,CZEL,71352,6142286,EDT,EST
ZEM,A�roport d'Eastmain,Eastmain River,QC,Manned/Auto,52.22639,-78.5225,7.3,CZEM,7092306,EDT,EST,
ZEV,Inuvik,INUVIK CLIMATE,NT,Auto,68.316667,-133.516667,103,CZEV,71364,2202578,MDT,MST
ZFA,A�roport de Faro,Faro,YT,Manned/Auto,62.20695,-133.37341,716.3,CZFA,2100519,PDT,PST,
ZFM,A�roport de Fort McPherson,Fort McPherson,NT,Manned/Auto,67.40736,-134.86066,35.4,CZFM,2201599,MDT,MST,
ZFN,A�roport de Tulita,Tulita,NT,Manned/Auto,64.90971,-125.56938,101.2,CZFN,2201701,MDT,MST,
ZFS,Fort Simpson,FORT SIMPSON CLIMATE,NT,Auto,61.766667,-121.2,168,CZFS,71365,2202102,MDT,MST
ZGH,Fort Good Hope,FORT GOOD HOPE CS,NT,Auto,66.266667,-128.616667,81.7,CZGH,71491,2201450,MDT,MST
ZHB,Hudson Bay,Hudson Bay (AUT) SK,SK,Auto,52.816667,-102.316667,358.1,CZHB,71868,4083324,CST,CST
ZHK,Gjoa Haven,GJOA HAVEN CLIMATE,NU,Auto,68.633333,-95.85,42,CZHK,71363,2302340,MDT,MST
ZHY,Hay River,HAY RIVER CLIMATE,NT,Auto,60.833333,-115.783333,164,CZHY,71361,2202402,MDT,MST
ZKA,A�roport de Kamloops,KAMLOOPS AIRPORT AUT,BC,Auto,50.7,-120.45,345.3,CZKA,71741,1163842,PDT,PST
ZKD,Kelsey Dam,KELSEY DAM,MB,Auto,56.033333,-96.5,182.9,CZKD,71572,5061422,CDT,CST
ZLT,Alert,ALERT Climate NU.,NU,Auto,82.5,-62.333333,65.4,CZLT,71355,2400305,EDT,EST
ZMD,A�roport de Muskrat Dam,Muskrat Dam,ON,Auto,53.44139,-91.76278,277.7,CZMD,71678,6015026,EDT,EST
ZMJ,Moose Jaw,Moose Jaw RCS,SK,Auto,50.333333,-105.55,577,CZMJ,71539,4015322,CST,CST
ZMT,A�roport municipale de Masset,Masset,BC,Manned/Auto,54.02711,-132.12508,5.8,CZMT,1054921,PDT,PST,
ZMU,Mundare,MUNDARE AGDM,AB,Auto,53.566667,-112.3,683,CZMU,71354,3014665,MDT,MST
ZOC,A�roport de Old Crow,OLD CROW AIRPORT RCS,YT,Auto,67.566667,-139.85,251,CZOC,71044,2100805,PDT,PST
ZOL,Oliver,OLIVER AGDM,AB,Auto,53.65,-113.35,665,CZOL,71351,3014921,MDT,MST
ZPC,A�roport de Pincher Creek,Pincher Creek,AB,Auto,49.52043,-113.9971,1189.6,CZPC,71085,3035198,MDT,MST
ZPK,Paulatuk,PAULATUK CS,NT,Auto,69.35,-124.066667,6.3,CZPK,71984,2203058,MDT,MST
ZPS,Prentiss,PRENTISS,AB,Auto,52.433333,-113.6,965,CZPS,71353,3025297,MDT,MST
ZRP,Rea Point,RAE POINT,NU,Auto,75.366667,-105.716667,15,CZRP,71983,2403450,MDT,MST
ZSJ,A�roport de Sandy Lake,Sandy Lake,ON,Auto,53.06418,-93.34438,289.9,CZSJ,71587,6017401,CDT,CST
ZSM,Fort Smith,FORT SMITH CLIMATE,NT,Auto,60.033333,-111.933333,203,CZSM,71362,2202202,MDT,MST
ZSP,St. Peters,St. Peters  RCS,PE,Auto,46.45,-62.583333,29.7,CZSP,71310,8300562,ADT,AST
ZST,A�roport de Stewart,Stewart,BC,Manned/Auto,55.93339,-129.9852,7.3,CZST,71955,1067741,PDT,PST
ZTB,Thunder Bay,"THUNDER BAY CS, ONTARIO",ON,Auto,48.366667,-89.316667,199,CZTB,71667,6048268,EDT,EST
ZUB,Tuktoyaktuk,TUKTOYAKTUK A,NT,Auto,69.433333,-133.016667,4.6,CZUB,71985,2203914,MDT,MST
ZUM,Churchill Falls,Churchill Falls,NL,Auto,53.56194,-64.10639,439.5,CZUM,71002,8501131,ADT,AST
ZVL,Villeneuve,Edmonton/Villeneuve,AB,Auto,53.66833,-113.85555,687.6,CZVL,71664,3012229,MDT,MST
ZVM,Qikiqtarjuaq,Qikiqtarjuaq Climate,NU,Auto,67.533333,-64.016667,5.06,CZVM,71357,2400573,EDT,EST
ZWN,BFC Wainwright,WAINWRIGHT CR10,AB,Auto,52.816667,-111.1,686.25,CZWN,71118,301s001,MDT,MST
ZZJ,Edson,EDSON CR10,AB,Auto,53.583333,-116.466667,927,CZZJ,71156,3062246,MDT,MST
